found_helpfuls,names,product_link,product_name,ratings,review_contents,titles,user_links
1,M. Bellows,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,<span>I am a history lover and thought this would be a good read because I've enjoyed many of Larsen's books. I didn't realize how much I didn't know. One of the best things about this author's books is his vast research. I must say I was not as knowledgable as I thought.</span>,Highly interesting and fast moving,/gp/profile/amzn1.account.AE2BZJ66LLWR65HL4KCZWOD6YKGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Skigal,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",3.0 out of 5 stars,"<span>Not my favorite Larson book, most of which I've enjoyed. And while I like descriptive writing, this just seemed to bog down in the details, especially when it jumped from one story/person/incident to another. It was all over the place and, frankly, at times boring and tedious.  I think it would have been more interesting and readable if he had condensed it a bit. It's a fascinating story and period in history, though - and I appreciate it for that.</span>",Bit of a slog,/gp/profile/amzn1.account.AGTRQMWDKYK37H26QXCGUDW2ZG4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Michael Epstein,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>Such a well-written book. History the Erik Larson way reads like great fiction.<br><br>The extensive notes show how much research goes into his books.<br><br>I'd only known headlines about Churchill. This is a much deeper dive, not only into him, but those around him. I got a real appreciation of the man who saved Britain in WW2, even with no shortage of setbacks.<br><br>And then the detail on his family, friends, subordinates,  it all paints a deeply detailed picture.<br><br>500+ pages, and when you're finished, you wish there was more.</span>",A detailed look at Churchill - and Britain - under fire,/gp/profile/amzn1.account.AE65T7GAKTFXSLWNPVCJUQMISVEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Paratrim1,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",4.0 out of 5 stars,"<span>This chronically of Churchill’s first year as Prime Minister contains no surprises. It joins the other uncritical biographies that make a hero out of the wartime political leader. Larson has made a career out of this kind of history lite. I guess if you are looking for something that does not distract from hero worship, this is or you. However, the Battle of Britain is reduced to hundreds of pages of anecdotes and adoration.</span>",Not great history,/gp/profile/amzn1.account.AELBFBM3UGAEBHINWGDLB4NNSXTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
1,sheelagh kaplan,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,<span>I have been reading this book during the current corona virus scare in New York State. What a perfect antidote to the panic here. The courage and fortitude of all the British people defies belief. I discovered from this book that my parents married during the darkest days of the war 31March 1941 and the details of the trip that my Uncle Bob the train driver who drove the train to take Churchill to Scapa Flow. A wonderful and therapeutic experience. One criticism Erik please do not interchange England with Britain. England is not synonymous with Britain that insults Scotland Wales and Northern Ireland.</span>,Perfect antidote,/gp/profile/amzn1.account.AFCOVGAHRDRGDM32UVO3MNPZKFYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,MBJ,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>If this is the only book you have ever read by Erik Larson, I recommend all of them. Isaac's Storm puts you right in the middle of Galveston's 1900 hurricane, The Devil in the White city pulls you in during the Chicago Exposition while exposing a serial killer, and The Garden of the Beast is a piece you can't put down. That is just a few of his books.  His research is thorough and historically accurate in my opinion.</span>","If you love history, you will love love this!",/gp/profile/amzn1.account.AGR4WCZZREGTO72V6CDPNT2IPIUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Amazon Customer,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",4.0 out of 5 stars,"<span>The world of London and Winston Churchill comes gloriously to life in this account gleaned from Churchill's records and diaries from those around him.<br>These chapters alternate with exploring Hitler's Germany and those in conflict with Hitler's vile reign.  Erik Larson is masterful at showing Winston Churchill's humanity, strong leadership, and why he is credited with saving democracy.</span>",Splendid!,/gp/profile/amzn1.account.AEKAILHCTANQPYRB2LQ5CZLR7FZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Joe Hohmann,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",4.0 out of 5 stars,"<span>I love historical fiction, and Larson made this more interesting than most other non-fiction books. The fact that I was 6 months old when my father left to help fight WWII made it that much more interesting for me. The use of quotes and diary entries, along with plenty of research made this far more than ""just history"". Only 4 stars because I did not need all the ""love affairs"".</span>","A ""must read"".",/gp/profile/amzn1.account.AHHJRMCLHEL5US3SN2Z6CUZUQTVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,anders tron-haukebo,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>Easy to read; not a complete bio, but focused on his time as PM during WWII.  A GREAT READ.<br>I was surprised to read of so many personal / private conversations &amp; sidelines, I'm guessing they were gleaned from memoirs &amp; other accounts previously published or at least available to researchers...<br>I read Devil in the White City, they each rate my Highest recommendations.</span>",I could have read this in One Sit...,/gp/profile/amzn1.account.AGPVTF4CYFRXO5S6BWZ3BWS2VNPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Phil,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>Packed with Interesting Details...  A (relatively) Fast Paced Page Turner. The hardbound text is some 500 pages but it goes fast. A bit wordy in parts (that didn't interest me) but easy to skim to capture the interesting details of Churchill, the Family, The Air War and the people that made the British victory possible and Germany's defeat inevitable....</span>",You get a Front Seat to the Action...  --AND the Drama!,/gp/profile/amzn1.account.AHQHT5B5EZCADFYBVCUP53OLF52Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Louise P,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",3.0 out of 5 stars,"<span>This book could have been written in half the number of words and details. I usually like Larson books but this one just boggles the mind. At about 20% I began to skim read and by the end, i was just tapping the pages to get through. If you really love war history and lots of details, then you’d probably like this, not me. The epilogue is good.</span>",Way too many details,/gp/profile/amzn1.account.AENKL56YXT24LWX5ADLPRWERDVPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,B. Morris,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,<span>I've always liked Larson's books but it wasn't until Dead Wake that I loved one of his books. So I was curious if this would be another good book of his or another amazing one like Dead Wake. I can say now it's the latter. This is an excellent book on Churchill. The right man in the right place at the right time.</span>,Excellent!,/gp/profile/amzn1.account.AH3KYMEKPCFYMVV47S3ZS2TQSAGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,K. Stampe,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",4.0 out of 5 stars,"<span>This seems the book about Churchill for those who may have already read a half dozen of them. While the author attempted to make Mary Churchill and John Colville characters to stimulate the narrative, neither was strong enough to maintain it. Many places big down with minutiae- some of interest, some not.</span>",Good but lacking a central narrative,/gp/profile/amzn1.account.AGYEKCXEIA7WIFUFUT23RMRI5Q7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Avid reader,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>Real page turner. Covers about the first year of Churchill's tenure as Prime Minister. Made me want to read more about this fascinating, multi-faceted man.  Notes in back of book contain additional details and are unique in that they reference not only the chapter but page number as well.  Hated for it to end.</span>",Thouroughly enjoyable book,/gp/profile/amzn1.account.AEDPRQPP4NCQ6HTURDNAHJ6J5TPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Dan Luther,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>I’ll start by saying I was already a big fan of Erik Larson. I love his writing style, interspersing historical events with greater depth into the characters involved. The Splendid and the Vile is another great example. He gives you a lot of perspective about Churchill and those close to him during the period of the Blitz - in many cases pulling from their personal diaries. I learned so much, and he’s inspired me to research a few people and events I want to know more about. I’m going to add a few of his titles I’ve not yet read to my cart.</span>",Another great read by one of my favorite authors,/gp/profile/amzn1.account.AEMOMOLJN2YOO66FLHT7P6VUVGTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
